,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count
600,147100134,Alexandre,within an hour,100%,98%,1.0
601,62682114,Ruzanna,within an hour,100%,92%,2.0
602,396280446,Alex,within an hour,100%,100%,1.0
603,27499700,Stephanie,within a day,100%,81%,1.0
604,362913453,John,within a few hours,100%,100%,1.0
605,383281375,Shelly,a few days or more,4%,100%,1763.0
606,58377417,Stephanie,within an hour,100%,92%,4.0
607,292681341,Honggang,within an hour,100%,99%,168.0
608,165898455,Anthony,,,,1.0
609,3007728,Jason,within an hour,100%,99%,86.0
610,226236146,Brando,within an hour,100%,100%,9.0
611,347928904,Fara,within an hour,100%,98%,3.0
612,427117811,Lakeshia,within an hour,100%,93%,1.0
613,61283008,Barbara And Chris,within an hour,100%,100%,3.0
614,159143235,Juan,,,,1.0
615,205539927,Leonardo,within an hour,100%,89%,7.0
616,511183607,Mike,within an hour,100%,100%,7.0
617,442557489,Audrey,within an hour,100%,95%,16.0
618,163437407,Carolyn,,,,1.0
619,189245007,Mary And Jose,within an hour,100%,100%,1.0
620,475568792,Helen,within an hour,100%,81%,3.0
621,50591230,Shiyi,,,,2.0
622,259441045,Leon,,,,64.0
623,1126652,Len,within an hour,100%,100%,6.0
624,97570287,Yvonne,within an hour,100%,67%,4.0
625,187543153,Elliot,within a few hours,82%,80%,171.0
626,292681341,Honggang,within an hour,100%,99%,168.0
627,21419644,Danny,within an hour,100%,95%,3.0
628,31803244,Sergio,within an hour,100%,91%,32.0
629,23068806,James,,,,2.0
630,26232975,Adam,,,,1.0
631,6942990,Daniel,within an hour,100%,100%,5.0
632,75812951,Taylor,,,,1.0
633,9444719,Evan,within an hour,100%,97%,8.0
634,138258083,Simone,within an hour,100%,100%,2.0
635,502496896,Jessica,within an hour,92%,90%,2.0
636,12102385,Eliza And Justin,within an hour,100%,100%,107.0
637,22175460,Bradley,,,,1.0
638,390414536,Paulo,a few days or more,44%,47%,99.0
639,49959241,Sam Emily,within a few hours,88%,89%,19.0
640,230864,Ben,within an hour,100%,100%,15.0
641,19700155,Miss,within an hour,97%,98%,16.0
642,1356009,Lisa,,,,7.0
643,54004938,Anshuman,,,,4.0
644,4033754,Lawrence,within an hour,100%,98%,10.0
645,130861093,Eric,within an hour,100%,100%,2.0
646,134460818,Raluca,,,,3.0
647,47788766,Hannah,within an hour,100%,100%,17.0
648,240724897,Jojo,within a few hours,80%,69%,12.0
649,122598987,Ian,within an hour,100%,97%,8.0
650,262086268,Nikolas,,,,2.0
651,10099392,Lo,,,,6.0
652,406969367,James,within an hour,100%,70%,49.0
653,283803870,Nia,within an hour,100%,74%,3.0
654,412095457,Cuong,within an hour,100%,99%,1.0
655,76658467,Liz,,,,2.0
656,3562640,Rebecca,within a day,75%,67%,1.0
657,211546916,Davnys,,,,1.0
658,41845688,Merilyn,within an hour,100%,98%,15.0
659,4328265,Jeffrey,within an hour,100%,100%,1.0
660,410191659,Lizette,within an hour,100%,99%,26.0
661,98574255,W,within an hour,98%,85%,16.0
662,148797371,Luxury Mansion Rentals,within an hour,100%,84%,10.0
663,86338621,U.B.,within an hour,100%,92%,4.0
664,366931228,Jing,within an hour,100%,100%,11.0
665,421052554,Shahrooz,,,60%,5.0
666,489382075,Jorge,,,,39.0
667,394621350,Melvin,,,,6.0
668,48005494,Zeus,within a few hours,100%,97%,2005.0
669,395001392,Byron,within an hour,100%,100%,45.0
670,192897691,Juliana,,,,1.0
671,3609452,Robert,within an hour,100%,99%,5.0
672,385659194,David,within an hour,100%,,1.0
673,350659068,M,a few days or more,0%,0%,26.0
674,170272076,Elvina,within a few hours,100%,50%,8.0
675,507698739,Juan David,,,100%,1.0
676,527324864,Sasha,within an hour,100%,100%,4.0
677,510528133,Edith,within an hour,100%,,3.0
678,443463330,Antonio,within a day,100%,,4.0
679,201130409,Ashley,,,,1.0
680,171180364,Roni,within an hour,99%,93%,131.0
681,471868288,Jonathan,,,,1.0
682,132717219,Lisa,within an hour,100%,99%,28.0
683,228937058,Steven,,,,1.0
684,1753258,Dale,within an hour,100%,0%,3.0
685,447179070,Yuvraj,,,,1.0
686,174815882,Gerardo,,,,1.0
687,228726571,Seiko,within an hour,100%,100%,3.0
688,485718440,Juresha,within an hour,100%,99%,1.0
689,89885543,Briana,within an hour,100%,100%,2.0
690,231475130,Golden,within a few hours,100%,,7.0
691,119658849,Marteese,within an hour,100%,93%,2.0
692,10035468,Ella,within an hour,100%,97%,53.0
693,383281375,Shelly,a few days or more,4%,100%,1763.0
694,226075341,Alex,,,,1.0
695,32002936,Linda,within a few hours,100%,86%,2.0
696,403482639,Ling,within an hour,100%,98%,5.0
697,5257046,Natalie,within a day,83%,0%,4.0
698,490596093,Tracy,,,67%,1.0
699,101532245,Gino & Elle,within an hour,100%,100%,3.0
700,6689265,Henry,within an hour,100%,100%,2.0
701,91208109,Austin,within an hour,100%,100%,26.0
702,183748799,Amy,within an hour,100%,99%,138.0
703,223520461,Rubi,within an hour,100%,94%,5.0
704,490236310,Michelle,within an hour,97%,86%,32.0
705,15795848,Andrew,,,50%,2.0
706,386124,Jesse,within an hour,100%,100%,2.0
707,311516087,Marc,within an hour,100%,100%,3.0
708,268406270,Studio City Court Yard,,,,2.0
709,111130152,Yan,within an hour,100%,87%,58.0
710,20543687,Ricardo,,,100%,3.0
711,3504481,Jeanne,,,,2.0
712,383281375,Shelly,a few days or more,4%,100%,1763.0
713,258449137,Noah,,,,2.0
714,104513226,Tina,within an hour,98%,88%,15.0
715,62402646,Azadeh,,,,3.0
716,223373604,Karen,within a day,67%,100%,8.0
717,271118401,Catalina Vacations,within an hour,100%,99%,189.0
718,2762016,Andrew,within a day,100%,50%,3.0
719,8595758,Gerardo,within an hour,100%,100%,84.0
720,339066336,Daniel,within an hour,100%,98%,19.0
721,70584597,Ed,within a few hours,100%,77%,6.0
722,219283,Vacation Living,within a few hours,100%,97%,28.0
723,268406270,Studio City Court Yard,,,,2.0
724,181850541,Samantha,within an hour,100%,100%,1.0
725,107434423,Blueground,within an hour,100%,97%,5803.0
726,144230228,Samantha,,,,6.0
727,97496339,Sissi,within an hour,99%,99%,120.0
728,6602626,Zarah,,,,2.0
729,183748799,Amy,within an hour,100%,99%,138.0
730,109714377,Damarion,,,,2.0
731,3675912,Terme,within an hour,100%,100%,3.0
732,12851279,Gad,,,,1.0
733,504481528,Ping,within an hour,98%,99%,31.0
734,383281375,Shelly,a few days or more,4%,100%,1763.0
735,3221429,Andrew,,,,3.0
736,55859572,Rozlyn,within an hour,100%,100%,2.0
737,49295313,Altez Vacations,within an hour,96%,98%,49.0
738,266101825,Bohemian Oasis,within a few hours,86%,56%,11.0
739,46777163,Paul,,,,3.0
740,323799830,Bill,within an hour,100%,99%,6.0
741,74907078,Chris,within an hour,100%,88%,2.0
742,295305535,Gadi,within an hour,100%,100%,1.0
743,44186904,Amanda,,,100%,1.0
744,311912836,Laura,within an hour,100%,98%,6.0
745,25773743,Chantal,within an hour,100%,100%,1.0
746,448438239,Lidia,within an hour,100%,100%,3.0
747,18349393,Janae,within an hour,100%,100%,2.0
748,90116148,Kevin,within an hour,100%,95%,4.0
749,1305131,Lauren,within a day,100%,21%,5.0
750,637363,Bruno,within a few hours,100%,99%,4.0
751,92744678,Allen,within an hour,100%,100%,9.0
752,325135786,Noelle,within an hour,100%,93%,36.0
753,71030757,Yoni,within an hour,97%,98%,114.0
754,154356610,Madiha,within an hour,100%,100%,1.0
755,225838410,Pink,within an hour,96%,93%,22.0
756,147831127,Willy,,,,1.0
757,71692414,翁姐,within an hour,100%,100%,6.0
758,41874575,Tyler,within an hour,100%,96%,1.0
759,240741294,Kaharra,within an hour,100%,100%,1.0
760,107434423,Blueground,within an hour,100%,97%,5803.0
761,35426339,Farzin,within an hour,100%,85%,7.0
762,105629562,Frank,within an hour,100%,100%,2.0
763,232095,Connie,within a few hours,100%,100%,2.0
764,118262470,Living The Dream,within an hour,98%,98%,23.0
765,66206065,Angelica,within an hour,100%,95%,7.0
766,107464602,Lisa,,,100%,6.0
767,468765852,Carlos,within an hour,100%,96%,3.0
768,22919467,Amber,within a few hours,100%,100%,1.0
769,521482772,Oscar,within an hour,100%,98%,46.0
770,262429246,Cubier,within an hour,100%,98%,129.0
771,519155055,Estelita,within an hour,100%,76%,15.0
772,29186674,Michael,within an hour,96%,99%,4.0
773,51676268,Will,within a day,67%,0%,1.0
774,215263603,Luxury Escapes,within a few hours,90%,51%,25.0
775,11789691,Kaalomai,within an hour,100%,82%,3.0
776,378333785,Ju,within an hour,100%,95%,20.0
777,376317475,Victoria & Nick,within an hour,100%,100%,2.0
778,349569770,John,within an hour,100%,100%,1.0
779,225765861,Joe,within an hour,67%,83%,2.0
780,347044783,Sacred Zen,within an hour,100%,100%,5.0
781,124272150,Catherine,within a day,90%,79%,3.0
782,215462,Paul,within a few hours,100%,100%,5.0
783,436515488,Gabriel,within an hour,100%,96%,3.0
784,4510013,Dream,within an hour,100%,100%,24.0
785,40163894,Zora,within an hour,96%,65%,38.0
786,2854160,Angelica,within a few hours,100%,91%,3.0
787,65683816,Jimmy,within an hour,100%,87%,9.0
788,303519,Gary,within an hour,100%,100%,1.0
789,480607649,Adam,,,,2.0
790,423563133,AbundantLiving,within an hour,100%,99%,9.0
791,28933623,Cyrus,within an hour,100%,84%,26.0
792,145395850,Rajaa,within a few hours,100%,99%,10.0
793,136254899,Chris,within a day,50%,50%,1.0
794,393829,Debra,,,,3.0
795,95960785,Sarah,within an hour,100%,100%,2.0
796,62173404,Chad,within a few hours,100%,100%,2.0
797,1125828,Tim,,,,2.0
798,74972462,Helene,within a few hours,100%,100%,3.0
799,254767636,Ester,within a few hours,74%,87%,39.0
800,464150736,Yundan,within an hour,100%,100%,31.0
801,15878447,Betty,within a few hours,83%,94%,12.0
802,215043365,Phyllis,within an hour,100%,78%,2.0
803,107434423,Blueground,within an hour,100%,97%,5803.0
804,461414879,Mei Ling,within an hour,97%,98%,8.0
805,5371394,Tara,,,,4.0
806,3893578,Johnny C,within an hour,100%,42%,4.0
807,134286137,IFy,,,,2.0
808,45609309,Daniel,,,100%,4.0
809,302540981,Tom And Kelly,within an hour,100%,90%,4.0
810,348745371,Zanoza,within an hour,98%,100%,68.0
811,372063185,King,within an hour,96%,99%,34.0
812,16883324,Samantha,within a few hours,100%,98%,3.0
813,15811971,Farbod,within an hour,100%,99%,15.0
814,22575514,Lisa,within an hour,100%,96%,5.0
815,476864239,Rmg Group,,,,19.0
816,231837608,Sheila,within an hour,90%,100%,11.0
817,91567878,Andrew,within an hour,100%,100%,6.0
818,25002962,Julia,within an hour,100%,100%,3.0
819,28012515,Mia,within an hour,100%,91%,7.0
820,12102385,Eliza And Justin,within an hour,100%,100%,107.0
821,2185861,Christina,within an hour,100%,82%,3.0
822,423956351,Arya,within a few hours,84%,33%,62.0
823,346713734,Christopher,,,,1.0
824,15811971,Farbod,within an hour,100%,99%,15.0
825,30319720,Richard,within an hour,100%,95%,4.0
826,891818,Nicole,within an hour,100%,99%,200.0
827,7782015,Majestic,within a day,80%,100%,36.0
828,509915863,Vacasa,within an hour,100%,98%,683.0
829,359765169,John,a few days or more,0%,,1.0
830,179580368,Stay Experience LA,within a few hours,85%,91%,19.0
831,80642659,Elisa,within a day,100%,0%,3.0
832,3878388,Alma,within a few hours,90%,46%,3.0
833,73768208,Vedad,within an hour,100%,100%,1.0
834,24459429,Adriana,within an hour,100%,100%,1.0
835,389718318,Bardia,within an hour,100%,100%,48.0
836,24549120,Flora,within an hour,100%,100%,5.0
837,10957012,Jeffrey,within a day,100%,100%,1.0
838,353008872,George,,,,1.0
839,182280566,Luxclub Stay,within an hour,100%,100%,3.0
840,509915863,Vacasa,within an hour,100%,98%,683.0
841,4780152,Moon,within a few hours,99%,61%,132.0
842,112952162,Adel,within an hour,100%,99%,82.0
843,489668629,Andre,within an hour,100%,100%,71.0
844,171180364,Roni,within an hour,99%,93%,131.0
845,71030757,Yoni,within an hour,97%,98%,114.0
846,174834276,Renato,,,,2.0
847,435079990,Eliezer,within an hour,100%,100%,10.0
848,122405930,Bette,within an hour,100%,100%,2.0
849,2220269,Dorothy,within an hour,100%,85%,26.0
850,13996373,Gustavo,,,,2.0
851,354196415,Daisy,within an hour,100%,100%,4.0
852,8170488,Eddy,within an hour,100%,96%,4.0
853,151713400,Lorena,,,,2.0
854,28144506,Matthew,,,,1.0
855,288090198,Esther,,,,2.0
856,352220955,Alex,within a few hours,90%,17%,10.0
857,299182465,Curtis,within an hour,100%,99%,14.0
858,345321367,Carolina,,,,1.0
859,3392276,Amir,within an hour,100%,85%,47.0
860,4192134,Matt,,,,3.0
861,161965779,Property Manager,,,,4.0
862,134267499,StayCozy,within an hour,100%,92%,173.0
863,2640980,Lucas,,,100%,1.0
864,1448843,Akbar,,,,2.0
865,516702108,John,within an hour,100%,100%,3.0
866,28758911,Scott,within an hour,100%,100%,4.0
867,23719876,Yumi,within an hour,98%,100%,72.0
868,503001700,Jason,a few days or more,33%,0%,1.0
869,445236791,Jessica,within a day,100%,,11.0
870,1247886,Megan,a few days or more,0%,,8.0
871,52777538,Akiva,,,,1.0
872,367918265,Lilia,within an hour,100%,100%,3.0
873,134267499,StayCozy,within an hour,100%,92%,173.0
874,34789250,Jo,within an hour,100%,97%,4.0
875,3825986,Nicole,within a few hours,100%,96%,17.0
876,134267499,StayCozy,within an hour,100%,92%,173.0
877,201364710,Margaret,,,,2.0
878,134267499,StayCozy,within an hour,100%,92%,173.0
879,298420,Glenn,,,,2.0
880,88395600,Heidi(Hideko) And Chad,within a few hours,100%,100%,1.0
881,15836380,Nina,within an hour,100%,100%,40.0
882,433027957,John,within an hour,100%,97%,6.0
883,381813340,Emily,within an hour,100%,94%,2.0
884,509981649,Angel,within an hour,98%,99%,20.0
885,442653565,Nari,,,,1.0
886,1411978,Kat,within an hour,100%,80%,3.0
887,278744128,Filomena,within a day,50%,50%,3.0
888,224390964,Hedy,within an hour,100%,99%,9.0
889,73675594,Tiffany,,,,5.0
890,168234583,Rio,,,,1.0
891,2258900,Derek,,,,2.0
892,10722540,Sholeh,,,,8.0
893,104530123,David,,,,2.0
894,13856777,Mariya,within an hour,100%,98%,11.0
895,63217240,Brandon,,,,1.0
896,42381447,Grace,,,,4.0
897,151330767,Chad,,,,1.0
898,230863635,Shohela,,,,4.0
899,134267499,StayCozy,within an hour,100%,92%,173.0
900,271933641,Ryan,,,,2.0
901,45218747,Patty,,,,2.0
902,338905719,Ivy,within an hour,100%,99%,12.0
903,16885621,Catriona,within a few hours,100%,,2.0
904,420121618,Carol,,,100%,22.0
905,880382,Brianne,within an hour,100%,87%,22.0
906,10834823,Guillermo,within an hour,90%,100%,2.0
907,84615808,Kirsten,a few days or more,0%,,2.0
908,3364919,Shannon + Raphael,within an hour,100%,100%,3.0
909,37374840,Joe,,,,1.0
910,13551366,Kyle,,,,1.0
911,253122053,Rochelle,within an hour,100%,100%,2.0
912,33757504,Shalet,,,,1.0
913,20543687,Ricardo,,,100%,3.0
914,313113164,Tonny,within a day,50%,25%,5.0
915,114422884,Robert,within an hour,100%,100%,35.0
916,21236506,Ashley,,,,6.0
917,11522437,Leslie,,,,1.0
918,69271513,Isaiah,,,,1.0
919,221164087,Fernando,within an hour,100%,100%,4.0
920,56778445,Andrew,,,,1.0
921,53757655,Helene,,,,1.0
922,33267278,Conner,,,,1.0
923,451638424,Aydin Rental,within an hour,100%,100%,19.0
924,517555111,Terranea,,,,17.0
925,408283288,Mark,within an hour,100%,100%,1.0
926,28862814,Alex,,,,2.0
927,14936368,Andy,within an hour,97%,82%,213.0
928,4420494,Marisa,,,,1.0
929,213799273,Marisol,,,,1.0
930,56584765,Julien,,,,2.0
931,162688222,Lynn,,,,1.0
932,14936368,Andy,within an hour,97%,82%,213.0
933,521793632,Lanai,within an hour,100%,100%,1.0
934,131978199,Je,,,,1.0
935,10998036,Clifford,,,,6.0
936,302834378,Alaa,,,,1.0
937,25878335,Gray,,,,1.0
938,181848704,Enrique,,,,1.0
939,356997792,晓东,,,,5.0
940,170376914,Patrine,,,,3.0
941,88717422,Laura,within a few hours,100%,,1.0
942,384463897,Larenza,,,,2.0
943,454338984,Jorge,within an hour,100%,99%,2.0
944,182277016,Eileen,,,100%,11.0
945,190837505,Marq,,,,1.0
946,26023511,Kenny,within an hour,100%,99%,4.0
947,177333046,Carmine,,,,13.0
948,31369238,Brett,,,,2.0
949,95485211,Miriel,,,,1.0
950,7356182,Katrina,,,,2.0
951,134267499,StayCozy,within an hour,100%,92%,173.0
952,209840832,Jay,,,,2.0
953,203245937,Laura,a few days or more,0%,,1.0
954,208610860,Joel,within an hour,98%,98%,358.0
955,39135980,Ben,,,,1.0
956,129137435,Ella,,,,3.0
957,149989829,Eric,,,,2.0
958,17412664,Wendy,within a day,100%,40%,6.0
959,164859543,Mark,within an hour,100%,100%,1.0
960,135424890,Nick,,,,1.0
961,174174357,Michelle,within a day,60%,75%,5.0
962,455563163,Keena,within an hour,91%,100%,3.0
963,100985891,Rebecca,within an hour,95%,88%,35.0
964,389718318,Bardia,within an hour,100%,100%,48.0
965,376011347,Tina,,,,3.0
966,18086342,Evan,,,98%,2.0
967,509769747,Jan,within a few hours,100%,,1.0
968,288181355,Rita,within an hour,78%,56%,6.0
969,165057717,Gary,within an hour,100%,96%,2.0
970,311933691,Kim,,,,3.0
971,119171030,Arsen,,,,3.0
972,515057929,Nanci,a few days or more,33%,,1.0
973,395083155,Yu-Ching,within an hour,100%,98%,27.0
974,518674361,Prime Glow Properties,within an hour,95%,100%,2.0
975,211899887,Mauricio,within an hour,98%,95%,41.0
976,489265660,Holly,within an hour,100%,96%,2.0
977,7158073,Jeff,,,,1.0
978,111814568,Vacasa California,within an hour,100%,99%,1046.0
979,171874132,Linda,within a few hours,100%,27%,6.0
980,51629223,Livia,within a few hours,100%,83%,14.0
981,477464208,Find Dream Rentals,within an hour,90%,91%,106.0
982,193906872,Donnie,within an hour,100%,,1.0
983,59024514,Ebony,within an hour,100%,100%,1.0
984,94785701,The Scotts,within an hour,100%,99%,2.0
985,509653945,Aleksan,a few days or more,33%,60%,1.0
986,17222291,Meaghan,within a day,60%,100%,2.0
987,510471191,Raven,within an hour,100%,100%,49.0
988,46414548,Mindy,,,,1.0
989,3794337,Leena,within a few hours,100%,75%,1.0
990,145436929,Dora,within an hour,100%,100%,12.0
991,4780152,Moon,within a few hours,99%,61%,132.0
992,6628963,Dovid,within an hour,99%,100%,82.0
993,14542902,Dane,,,100%,2.0
994,414373977,Episode,within an hour,100%,100%,25.0
995,62527546,LaBritney,within a few hours,91%,74%,11.0
996,447950522,David,,,89%,1.0
997,157787229,Ty,within an hour,100%,100%,6.0
998,2589750,Lawrence,within a few hours,100%,100%,9.0
999,262866708,Alex,within a few hours,100%,,1.0
1000,449432131,Alex,within an hour,98%,100%,5.0
1001,429429981,Vacasa California,within an hour,100%,99%,435.0
1002,73838070,Karla,,,,1.0
1003,369115205,Patrick,within a few hours,100%,50%,7.0
1004,9814371,Emily,within an hour,100%,100%,1.0
1005,389718318,Bardia,within an hour,100%,100%,48.0
1006,517555111,Terranea,,,,17.0
1007,451429860,Helen,within an hour,100%,99%,7.0
1008,1911460,Lynn,within an hour,100%,100%,7.0
1009,335367241,Batson,within an hour,100%,100%,8.0
1010,418150222,Denis,within a few hours,83%,94%,105.0
1011,483346417,Hellman,a few days or more,0%,,4.0
1012,267059117,Peter,within an hour,100%,93%,16.0
1013,210128082,Cristina,within a few hours,100%,99%,1.0
1014,448785266,Har,a few days or more,50%,34%,4.0
1015,406931466,Fc,within an hour,100%,100%,23.0
1016,378859287,Cindy,within an hour,99%,98%,33.0
1017,383998884,Bradford,,,100%,1.0
1018,425921959,Grace,within an hour,100%,100%,6.0
1019,122728162,Shu,within an hour,67%,40%,5.0
1020,178480382,Avalon Hotel Beverly Hills,within an hour,100%,100%,8.0
1021,18043289,Mark,within an hour,97%,100%,8.0
1022,27312862,Amber,within an hour,100%,98%,1.0
1023,20532725,Jorge,within an hour,100%,96%,6.0
1024,59064340,Crystal,within a few hours,100%,0%,3.0
1025,100985891,Rebecca,within an hour,95%,88%,35.0
1026,436449681,Alice,within a day,51%,81%,84.0
1027,78557280,Helena,within an hour,100%,70%,64.0
1028,39983556,Mali,,,,1.0
1029,7335919,Shanda,within an hour,100%,100%,2.0
1030,401162913,Amy,within an hour,100%,,1.0
1031,71719539,Katie,within an hour,100%,100%,23.0
1032,223188935,Rosa,,,,1.0
1033,146317106,Chinonso,,,100%,3.0
1034,507293714,Karla,a few days or more,0%,,1.0
1035,174151052,Jesse,within an hour,100%,94%,4.0
1036,42058284,Andy,within a few hours,100%,81%,14.0
1037,31374204,Ru,within a few hours,67%,100%,1017.0
1038,6839207,Nick,within an hour,96%,43%,6.0
1039,204852262,Victor,within an hour,97%,100%,9.0
1040,509310671,Jay,within an hour,100%,100%,1.0
1041,483335374,Melanie,within a few hours,90%,50%,15.0
1042,2893489,Aurelien,within an hour,100%,94%,21.0
1043,187543153,Elliot,within a few hours,82%,80%,171.0
1044,18616122,Diana,within an hour,100%,80%,74.0
1045,296336638,Janice,within an hour,100%,100%,7.0
1046,68961731,Barbara,,,,3.0
1047,375030327,Andrew,within an hour,100%,99%,2.0
1048,9073979,SaraRose,within an hour,100%,100%,5.0
1049,309770629,Daxes,within an hour,100%,100%,6.0
1050,420737125,Vache,within an hour,100%,98%,12.0
1051,480465869,Diego,within a few hours,88%,86%,7.0
1052,482705267,Carolina,within a few hours,100%,91%,2.0
1053,253105222,Sonder (Los Angeles),within an hour,100%,99%,61.0
1054,70402995,Herme,within an hour,100%,99%,1.0
1055,150939043,Alfonso.Liz,within an hour,100%,100%,4.0
